AI Patents	2012	Raleigh, NC, USA	Legal Research -	Companies	Legal Tech	We developed a revolutionary patent search engine that addresses the problem that the same idea can be described in multiple ways.	www.aipatents.com	https://twitter.com/aipatents	https://angel.co/ai-patents?utm_source=companies		http://www.linkedin.com/company/2838408		patents, patent search, saas
AirHelp	2013	New York, NY, USA	Document Automation -	Companies	Legal Service Using Tech	AirHelp fights for your right to compensation when your flight is delayed, cancelled or overbooked. AirHelp does all the paperwork, follow up and legal actions.	https://www.airhelp.com/en/	https://twitter.com/theairhelper	https://angel.co/airhelp?utm_source=companies		http://www.linkedin.com/company/airhelp	http://www.facebook.com/Airhelp	consumer, air-fare, airline
AlgoValue	2010	Atlanta, GA, USA	Document Automation -	Companies	Legal Tech	The AlgoValue SaaS platform provides a suite of efficient, intuitive, accurate and analytical tools which bring disruptive and instant transparency, as well as real-time decision-support data output for smarter investment decisions.	www.algovalue.com	https://twitter.com/AlgoValue	https://angel.co/algovalue?utm_source=companies		https://www.linkedin.com/company/algovalue/	http://www.facebook.com/Algovalue	saas, start-ups, cap-table, vc, investors, term-sheets
Aluvion Law	2013	Toronto, ON, Canada	Document Automation -	Companies	Legal Tech	Flat-fee services for small and medium enterprizes	aluvionlaw.com	https://twitter.com/aluvionlaw	https://angel.co/aluvion-law?utm_source=companies		0	0	sme, start-ups, small business, growing business, ip
AppealTrack	2008	Indianapolis, IN, USA	Practice Management -	Companies	Legal Tech	Case management for property tax appeals.	http://appealtrack.com/	https://twitter.com/AppealTrack	https://angel.co/appealtrack?utm_source=companies	https://www.crunchbase.com/organization/appealtrack	https://www.linkedin.com/company/appealtrack	https://www.facebook.com/appealtrack	property tax, appeal, case management
Arachnys	2010	New York, NY, USA	Compliance -	Companies	Legal Tech	Arachnys is a technology company specializing in intelligent risk and compliance. What makes us different is that we offer unparalleled control of truly global data. We are the only way to make sure your team see exactly the data they need, retrieved and translated in real-time from the widest collection available worldwide, to empower your decision making in the most efficient and auditable way possible.   The Arachnys platform is used by several of the world’s largest investment banks, consulting & law firms as well as corporates. 	arachnys.com		https://angel.co/arachnys?utm_source=companies		https://www.linkedin.com/company/arachnys/	https://www.facebook.com/Arachnys-910899132350779/	dilligence, investigation, auditing, document automation
Arrest SOS	2011	Dallas, TX, USA	Marketplace -  Mobile	Individuals	Legal Tech	The App That Gets You Out Of Jail.	http://arrestsos.com	https://twitter.com/ArrestSOS	https://angel.co/arrest-sos	https://www.crunchbase.com/organization/arrest-sos#section-overview	https://www.linkedin.com/company/arrest-sos	https://www.facebook.com/pages/Arrest-SOS/501476813291544	find-a-lawyer, mobile, app
Ashem	2013	New York, NY, USA	E-Discovery -	Unknown	Unknown	We currently operate in a niche and innovative sector of the financial services industry that focuses on the pursuit of litigation claims (when a plaintiff sues in Court for civil redress) to help move the cases forward to completion and victory.	https://www.facebook.com/Ashemllc		https://angel.co/ashem		0	0	
Ategra Computer Technology	1997	Palmerston, NT	E-Discovery -	Unknown	Unknown	A professional IT Support company specializing in providing reliable & effective support to small and medium-sized businesses throughout the Topend.	ategra.com.au				https://www.linkedin.com/company/ategra-computer-technology	https://www.facebook.com/AtegraTechnology	
AttorneyFee		Mountain View, California, United States				AttorneyFee is an online platform that enables users to compare the fees of local attorneys.				https://www.crunchbase.com/organization/attorneyfee		http://www.facebook.com/AttorneyFee	Big Data, Information Services, Legal, Legal Tech, Local, Online Portals
Audvi	2014	San Diego, CA, USA	E-Discovery -	Unknown	Unknown	Game changer for people that are Dyslexic and the Vision-impaired by offering ÛÏaudibly-accessibleÛ technology.	audvi.com				https://www.linkedin.com/company/audvi-inc/	https://www.facebook.com/audviinc	
Avvo		Seattle, Washington, United States				Avvo is a legal marketplace, directory, and question and answer forum that connects individuals with lawyers.				https://www.crunchbase.com/organization/avvo	http://www.linkedin.com/company/avvo	http://www.facebook.com/avvo	Business Development, Consulting, Legal, Legal Tech, Marketplace, Q&A
BackStartup		Bogotá, Distrito Especial, Colombia				All-in-one back office platform for startups and SMEs (Legal, Accounting and Payroll)				https://www.crunchbase.com/organization/backstartup	https://www.linkedin.com/company/backstartup	https://www.facebook.com/BackStartup	Accounting, Financial Services, Legal, Legal Tech, Outsourcing, Small and Medium Businesses
Big Time Software Inc	2002	Chicago, IL, USA	Practice Management -	Unknown	Unknown	BigTime Software, Inc. is a United States-based cloud-based time and billing software company. The Company's browser-based interface for practice management allows professional services firms to instantly deploy and connect BigTime to existing back-office services. The Company's products include Lacerte, Mobile App, QuickBooks Timesheet, BigTime Express and Customer Raves. The Company develops practice management tools that help professional services firms track, manage and invoice their time. Its solutions are designed to speak the language of more than a dozen business types, from accounting and information technology (IT) services to architecture and engineering. It provides its products to a range of industries, such as accounting, technology, architecture and engineering, government contracting, legal and marketing.	http://bigtime.net			https://www.crunchbase.com/organization/bigtime-software	0	0	
Bitproof	2015	San Francisco, CA, USA	E-Discovery -	Unknown	Unknown	No description yet	bitproof.io					https://www.facebook.com/bitproof	
Blue J Legal		Toronto, Ontario, Canada				Blue J Legal is a machine learning and artificial intelligence that delivers absolute clarity to the law.				https://www.crunchbase.com/organization/blue-j-legal	http://www.bluejlegal.com/blog	https://www.facebook.com/bluejlegal	Artificial Intelligence, Legal, Legal Tech, Machine Learning, Professional Services
Bluetree Legal Connect		San Francisco, California, United States				Bluetree Legal Connect connects people seeking legal counsel with attorneys in an area.				https://www.crunchbase.com/organization/bluetree-legal-connect	https://www.linkedin.com/company/bluetree-legal	https://www.facebook.com/BluetreeLegal	Consulting, Legal, Legal Tech, Marketplace, Professional Services
Briefed	2015	London, UK	Marketplace -	Unknown	Unknown	Briefed empowers the worldÛªs lawyers to elevate their practice to the next level : Legal Directory , Master Classes , Legal Industry Intelligence & Mission Control	http://www.briefedlawyer.co.uk/					https://www.facebook.com/briefedlawyer	
BriefMine		San Francisco, California, United States				Briefmine is a database of legal briefs powered by natural-language search that offers a technologically advanced platform for conducting.				https://www.crunchbase.com/organization/briefmine	https://www.linkedin.com/company/briefmine/		Database, Document Preparation, Information Services, Legal, Legal Tech, Natural Language Processing
Brightleaf		Brookline, Massachusetts, United States				Brightleaf helps in mining information from unstructured, text-based documents, and making it accessible.				https://www.crunchbase.com/organization/brightleaf	https://in.linkedin.com/company/brightleaf-corporation	http://www.facebook.com/brightleafcorp	Analytics, Content, Data Mining, Legal, Legal Tech, Software
Caldeco	2013	Tomsk, Russia	E-Discovery -	Unknown	Unknown	Caldeco (http://calde.co) offers a simple way to capture processes' structures and instantiate them when necessary.	calde.co						
CapMail		Paris, Ile-de-France, France				CapMail transforms enterprise mail in a dynamic electronic documents management system.				https://www.crunchbase.com/organization/capmail			Document Management, Legal, Legal Tech
Captain Contrat		Paris, Ile-de-France, France				Captain Contrat is a legal and administrative pillar that accompanies VSEs and SMEs in all stages of the development.				https://www.crunchbase.com/organization/captain-contrat-2	https://www.linkedin.com/company/captaincontrat	https://www.facebook.com/captaincontrat	Business Development, Document Management, Intellectual Property, Legal, Legal Tech, Professional Services, SaaS, Small and Medium Businesses
Capture.IT	2015	Toronto, ON, Canada	Practice Management -	Companies	Legal Tech	Billable hours time-tracking app	http://getcaptureit.com/	https://twitter.com/Capture_it_app	https://angel.co/capture-it	https://www.crunchbase.com/organization/capture-it-tech-limited#/entity	0	0	time tracking, billable hours
ping, Inc.	2015	Berkeley, CA	Practice Management -	Unknown	Unknown	We automate timekeeping for lawyers and provide firm analytics for management.	http://timebyping.com/	@timebyping.com	https://angel.co/ping	https://www.crunchbase.com/organization/ping-6	0	0	timekeeping and data analytics
BeeLine Reader	2011	Woodside, CA, USA	E-Discovery -	Unknown	Unknown	BeeLine Reader makes reading on-screen easier, faster, and more accessible. Our patented technology has won awards from Stanford University, NewSchools Venture Fund, and The Tech Museum of Innovation.   Our apps have been featured in the New York Times, BBC, The Atlantic,  Fast Company, and Lifehacker.	http://www.beelinereader.com/	https://twitter.com/BeeLineReader?lang=en	https://angel.co/beeline-reader		https://www.linkedin.com/company/beelinereader/	https://www.facebook.com/BeeLine.Reader	
Bhavnani Technologies	2014	Scottsdale, AZ, USA	E-Discovery -	Unknown	Unknown	We offer a service that provides email and internet privacy and security for households and small businesses.  Bhavnani Technologies specializes in creating new and innovative hardware and software. The company's goal is to make cutting edge technology available to consumers and businesses in a way that is cost effective and easy to use. Our first generation of products are focused on improving electronic communication privacy and security.	http://www.bhavnani.info		https://angel.co/bhavnani-technologies		https://www.linkedin.com/company/bhavnani-technologies		
Blackletter	2012	Chicago, IL, USA	Document Automation -	Unknown	Unknown	Blackletter enables lawyers and their clients to communicate, collaborate and share documents securely and beautifully across multiple devices.	blackletter.io	https://twitter.com/BlackletterApp?lang=en	https://angel.co/blackletter-1	https://www.crunchbase.com/organization/blackletter-2	https://www.linkedin.com/company/blacklettercap/		
BleuAcre	2013	Atlanta, GA, USA	Practice Management -  Litigation	Service Providers	Legal Tech	Powerful case management for litigators	http://www.bleuacre.com/	https://twitter.com/BleuAcre	https://angel.co/bleuacre	n/a	0	0	litigation
Business Integrity		Brooklyn, New York, United States				Business Integrity offers a software program that allows people in the legal industry to create automated contracts and legal documents.				https://www.crunchbase.com/organization/business-integrity	http://www.linkedin.com/company/business-integrity		Document Management, Legal Tech, Software
Caseflow		Austin, Texas, United States				Caseflow restructures the way legal businesses work, focusing on personal injury lawyers in the first step.				https://www.crunchbase.com/organization/caseflow			Business Development, Legal, Legal Tech, Management Consulting
CaseHub		London, England, United Kingdom				CaseHub crowdsources consumer legal battles and makes the legal system democratic.				https://www.crunchbase.com/organization/casehub			Crowdsourcing, Finance, Law Enforcement, Legal, Legal Tech
Caselinq	1900	Chicago, IL, USA	Practice Management -  Litigation	Unknown	Unknown	No description yet	www.caselinq.com				0	0	
CaseRails		New York, New York, United States				CaseRails is an enterprise software startup focused on improving the legal document workflow.				https://www.crunchbase.com/organization/caserails	http://www.linkedin.com/company/caserails	http://www.facebook.com/CaseRails	Document Management, Document Preparation, Information Services, Legal, Legal Tech, Software
Casetext		San Francisco, California, United States				Casetext is an AI legal research technology for litigators, helping researchers find cases.				https://www.crunchbase.com/organization/casetext	https://www.linkedin.com/company/casetext	https://www.facebook.com/casetext/	Artificial Intelligence, Law Enforcement, Legal, Legal Tech, Publishing
CellBreaker		Durham, North Carolina, United States				CellBreaker allows people easily switch cell phone carriers without paying the early termination fee.				https://www.crunchbase.com/organization/cellbreaker	http://www.linkedin.com/company/cellbreaker	http://www.facebook.com/cellbreaker	Information Technology, Legal, Legal Tech, Mobile, Software
Chapter 11 Dockets		Chicago, Illinois, United States				Chapter 11 Dockets is an efficient and effective solutions for bankruptcy information and research needs.				https://www.crunchbase.com/organization/chapter-11-dockets			Document Management, Finance, Information Services, Legal, Legal Tech
Checkr		San Francisco, California, United States				Checkr seeks to automate the process of professional background checks.				https://www.crunchbase.com/organization/checkr	https://www.linkedin.com/company/checkr-com	https://www.facebook.com/checkrio/	Developer APIs, Enterprise Software, Human Resources, Information Services, Internet, Legal, Legal Tech, Software
Claim Kit	1900	Overland Park, KS	Document Automation -	Unknown	Unknown	No description yet	www.claimkit.com			http://www.crunchbase.com/organization/allegory-law	0	0	
Clausehound	2015	Toronto, ON, Canada	Document Automation -	Companies	Legal Tech	Contract drafting and clause library	http://clausehound.com/				0	0	liz, content management, document drafting, leases, ndas
ClauseMatch	2014	London, UK	Document Automation -	Unknown	Unknown	ClauseMatch is a SaaS platform for negotiating smarter contracts and collaborating on documents, solving long time problems of lengthy and expensive process of management of documentation and inability to unlock the information contained within contracts and documents.	http://www.clausematch.com/				http://www.linkedin.com/company/clausematch	http://www.facebook.com/Clausematch	
ClearContract	2014	Seattle, WA, USA	Document Automation -	Unknown	Unknown	Managing contract negotiations is no easy task. Manual tracking and version control, lack of standardization, use of multiple disparate toolsÛ_all of this results in a process that is labor intensive, costly, and leaves the door wide open for mistakes. WeÛªve built a product to minimize risk, reduce the time people spend on tedious work, and maximize the speed at which contracts are executed.	http://www.clearcontract.com/				https://www.linkedin.com/company/clearnda/	http://www.facebook.com/clearcontract	
ClearNDA	2012	Chicago, IL, USA	Document Automation -  Web	Companies	Legal Tech	Securely bringing contract negotiations to the cloud	http://www.clearnda.com/	https://twitter.com/@clearnda	https://angel.co/clearnda	http://www.crunchbase.com/organization/clearnda	0	0	documents, cloud, contracts, web, negotiation
Clearpath Immigration	2011	New York, NY, USA	Document Automation -	Individuals	Legal Service Using Tech	Immigration forms made easy.	http://www.clearpathimmigration.com	https://twitter.com/ClearpathForms	https://angel.co/clearpath-immigration	http://www.crunchbase.com/organization/clearpath-immigration	0	0	documents, forms, immigration
Clerky	2013	Menlo Park, CA, USA	Document Automation -	Companies	Legal Service Using Tech	Helping startups get legal stuff done right (and fast).	http://clerky.com	https://twitter.com/clerkyinc	https://angel.co/clerky-1	http://www.crunchbase.com/organization/clerky	https://www.linkedin.com/company/clerky-inc-/	https://www.facebook.com/clerkyinc	documents, forms, incorporation, start-ups
Clio	2008	Vancouver, BC, Canada	Practice Management -	Service Providers	Legal Tech	A suite of online tools to help manage your law firm.	http://www.goclio.com/	https://twitter.com/goclio	https://angel.co/clio	http://www.crunchbase.com/organization/clio	https://www.linkedin.com/company/clio---cloud-based-legal-technology/	https://www.facebook.com/GoClio	practice management
CliXLEX	2013	New York, NY, USA	Document Automation -	Unknown	Unknown	The first platform of its kind, leveraging M2M, AI, Cloud & EDI to create a meeting point & exchange for the legal, regulatory community - enabling & facilitating efficient, cost-effective transactions such as eFiling	clixlex.com			https://www.crunchbase.com/organization/clixlex#/entity	http://www.linkedin.com/company/3008185		
ClosingFolders	2015	Toronto, ON, Canada	Document Automation -	Companies	Legal Tech	Organizing and executing corporate deals	http://www.closingfolders.com/	https://twitter.com/ClosingFolders			0	0	legalx, mars, closing checklists, transactions
Congo	2014	Boulder, CO, USA	Marketplace -	Unknown	Unknown	An online directory and communication platform for clients and attorneys.	congo.io				https://www.linkedin.com/company/congo-ltd-/	https://www.facebook.com/usecongo/	
contnu	2011	New York, NY, USA	Legal Education -	Unknown	Unknown	Contnu is Amazon for continuing professional education.	contnu.com				0	0	
Cited		Los Angeles, California, United States				Cited offers a mobile app that allows users to submit parking citations to be contested by Cited's team of representatives.				https://www.crunchbase.com/organization/cited			Document Preparation, Legal, Legal Tech, Mobile Apps, Parking
ClearView Social		Buffalo, New York, United States				ClearView Social is a social sharing platform created to help law firms.				https://www.crunchbase.com/organization/clearview-social	https://www.linkedin.com/company/clearview-social	https://www.facebook.com/Clearviewsocial/	Legal, Legal Tech, Social Media, Social Media Management
Contract Cloud	2013	Los Angeles, CA, USA	Document Automation -  Mobile	Unknown	Unknown	Contract Cloud saves businesses and individuals millions of dollars a year in regulation and litigation costs.	http://www.contractcloudinc.com/			http://www.crunchbase.com/organization/caserails	http://www.linkedin.com/company/contractcloud/	https://www.facebook.com/contractcloud1/	
Contractually	2010	Vancouver, BC, Canada	Document Automation -  Web	Companies	Legal Tech	The fastest, easiest way to do contracts.	http://www.contractual.ly/	https://twitter.com/@contractually	https://angel.co/contractually	http://www.crunchbase.com/organization/contractually	http://www.linkedin.com/company/contractually		documents, contracts, web, app
ContratosApp	2014	Mexico City, Mexico	Document Automation -	Unknown	Unknown	ContratosApp offers a unique way for freelancers to create simple legal agreements and have an organized legal agenda.	http://www.contratosapp.com/				0	0	
Cicayda	2012	Nashville, TN, USA	Practice Management -  Discovery	Service Providers	Legal Tech	eDiscovery technology & services for intelligent litigationÌø_	http://www.cicayda.com/	https://twitter.com/cicayda	n/a	http://www.crunchbase.com/organization/cicayda	0	0	discovery
Cooley	1900	Palo Alto, CA, USA	Document Automation -	Unknown	Unknown	Cooley GO is a new resource for entrepreneurs. Articles, document generators and more. Check it out at cooleygo.com	cooley.com				http://www.linkedin.com/company/cooleyllp	http://www.facebook.com/CooleyLLP	
coparently	2014	Vancouver, BC, Canada	Online Dispute Resolution -	Unknown	Unknown	coparently is a scheduling and communication tool for divorced & seperated families.	coparently.com				http://www.linkedin.com/company/1320644	http://www.facebook.com/coparently	
Justia		Mountain View, California, United States				Justia is an online platform that provides the community with open access to the law, legal information, and lawyers.				https://www.crunchbase.com/organization/justia	https://www.linkedin.com/company/justia	https://www.facebook.com/justia	Internet, Legal, Legal Tech
Corporate + Startup Law		San Francisco, California, United States				Corporate + Startup Law provides experienced, responsive and cost-effective legal advice to clients.				https://www.crunchbase.com/organization/corporate-startup-law	https://www.linkedin.com/company/california-corporate-counsel/	https://www.facebook.com/CalCorpLaw/	Legal, Legal Tech, Professional Services
Corporize	1900	New York, NY, USA	Marketplace -	Unknown	Unknown	No description yet	www.corporize.com			http://www.crunchbase.com/organization/docracy	0	0	
CosmoLex	2006	North Brunswick, NJ, USA	Practice Management -	Service Providers	Legal Service Using Tech	Cloud-Based Practice Management Software	http://www.cosmolex.com/	https://twitter.com/CosmoLexLLC	n/a	n/a	https://www.linkedin.com/company/cosmolex-llc	https://www.facebook.com/Cosmolex-1404647499787062/timeline/	cloud, practice management
counselytics	2013	New York, NY, USA	Analytics -	Service Providers	Legal Tech	The Contractual Genome Project	http://www.counselytics.com/	https://twitter.com/counselytics	https://angel.co/counselytics-2	http://www.crunchbase.com/organization/counselytics	0	0	contracts, analytics, data mining
Court Listener	2010	Berkeley, CA, USA	Legal Research -  Docket retrieval	Service Providers	Legal Service Using Tech	Non-Profit Free Legal Search Engine	https://www.courtlistener.com/	https://twitter.com/courtlistener	n/a	n/a	0	0	research
CourtReader		Tel Aviv-yafo, Tel Aviv, Israel				CourtReader enables lawyers in Israel to open digitally-signed e-mails from the court system on their smartphone.				https://www.crunchbase.com/organization/courtreader			Apps, Email, Legal, Legal Tech
CourtSide EDX		Toronto, Ontario, Canada				CourtSide EDX is a web-based platform that facilitates the exchange, verification, and management of court documents.				https://www.crunchbase.com/organization/courtside-edx	https://www.linkedin.com/company/courtside-edx		Document Management, Legal, Legal Tech
Credit Swarm	2012	San Francisco, CA, USA	Document Automation -	Unknown	Unknown	Credit Swarm is a free web application that lets users dispute errors on their credit reports online to all major credit bureaus.	http://creditswarm.herokuapp.com/						
Crowdfunding Compliance Center		New City, New York, United States				Crowdfunding Compliance Center is providing small business owners a suite of online resources to facilitate compliance.				https://www.crunchbase.com/organization/crowdfunding-compliance-center	https://www.linkedin.com/company/crowdfunding-compliance-center-llc		Compliance, Legal, Legal Tech
CrowdLaw	2014	Berkeley, CA, USA	Marketplace -	Unknown	Unknown	CrowdLaw is used by advocates and clients to get the funds they need through easy-to-launch crowdfunding campaigns.	crowdlaw.net				0	0	
CS Disco	2012	Houston, TX, USA	Practice Management -  Discovery	Service Providers	Legal Tech	Document review done right.	http://www.csdisco.com/	https://twitter.com/CS_Disco	https://angel.co/cs-disco	http://www.crunchbase.com/organization/cs-disco	0	0	documents, document review
DATY	2014	Prague, Czech Republic	Legal Research -	Unknown	Unknown	Using public databases & big data magic, we are doing an ultimate B2B information source about companies most crucial for your business in a form of single feed. It something like Facebook but with your customers (or competitors) instead of friends.	daty.cz					http://www.facebook.com/datycz	
Dealcircle	2014	Copenhagen, Denmark	Document Automation -	Unknown	Unknown	Organize and execute startup investments with speed and at a fraction of the cost.	dealcircle.co				0	0	
DealSheet	2013	New York, NY, USA	Marketplace -	Individuals	Legal Service Using Tech	Find investment bankers and lawyers with relevant deal experience	http://www.dealsheet.com/	n/a	https://angel.co/dealsheet	n/a	https://www.linkedin.com/company/dealsheet/		web, find-a-lawyer, investment, banker, deals
Dent	2015	Las Vegas, NV, USA	Document Automation -	Unknown	Unknown	Dent is a mobile App connected to a CMS for lawyers and insurance companies to put the end-user in the driver seat to monitor and take control of his/her insurance claim(s), monitor lawyer progress and medical without making an Appt. and to stop being charged by the minute.						https://www.facebook.com/DentTheFuture	
Depot Services, Inc.	2015	Baltimore, MD, USA	Practice Management -	Unknown	Unknown	LegalLogs empowers clients through mobile and desktop interfaces to feed task driven information into their case	legallogs.com				0	0	
GhostPractice	2015	Toronto, ON, Canada	Practice Management -	Companies	Legal Tech	Practice management software	http://www.ghostpractice.ca/				https://www.linkedin.com/company/ghostpractice	https://www.facebook.com/GhostPractice/	case management, document management, time tracking, legal accounting
Contractlytics	2012	Salt Lake City	Analytics -	Unknown	Unknown	Contract analytics	http://www.contractlytics.com/				0	0	
Counterfeit.Technology	2014	New York, NY, USA	Analytics -	Unknown	Unknown	We scan the Web for sites selling counterfeit versions of your proprietary products and then ask every major traffic sources to remove those sites. Now, their customers can't find them anymore. It's really that simple.	http://counterfeit.technology/AL				https://www.linkedin.com/company/counterfeit-technology/		
Crypho	2012	Oslo, Norway	Practice Management -	Unknown	Unknown	Crypho enables businesses to instantly create real time super-confidential communications channels (chat, file transfers, video conferencing, meetings) across companies.	http://crypho.com				http://www.linkedin.com/company/2893900	http://www.facebook.com/pages/Crypho/147471952110619	
Instadocket	2015	Boston, MA, USA	Practice Management	Unknown	Unknown	Practice Management	www.instadocket.com						
LegalRisk.io	2013	Spokane, WA, USA	Analytics	Unknown	Unknown	Analysis	www.legalrisk.io					https://www.facebook.com/legalriskio-382971271827298	
Derecho24	2013	Santiago, Chile	Marketplace -	Unknown	Unknown	It is the most comprehensive online legal resource for reaching legal professionals and for connecting lawyers with people in need of legal representation by offering a mix of a lawyer directory, legal news, an online career center and an e-shop for legal books and documents.	derecho24.cl					https://www.facebook.com/derecho24	
DiligenceEngine	2008	New York, NY, USA	Document Automation -	Service Providers	Legal Service Using Tech	Technology enhanced contract review: faster and more accurate	https://diligenceengine.com/	https://twitter.com/DiligenceEngine	n/a	n/a	0	0	documents, document review, mergers & acquisitions
DISCO		Austin, Texas, United States				DISCO is a legaltech company that applies AI and cloud computing to help lawyers and legal teams improve legal outcomes.				https://www.crunchbase.com/organization/cs-disco	https://www.linkedin.com/company/cs-disco-llc	https://www.facebook.com/csdisco/	Artificial Intelligence, Document Management, Ediscovery, Information Technology, Legal, Legal Tech, Software
DivorceMate Software	2015	Toronto, ON, Canada	Document Automation -	Companies	Legal Tech	Software for family lawyers	https://www.divorcemate.com/home/	https://twitter.com/DivorceMate			https://www.linkedin.com/company/divorcemate-software-inc-		family law, forms, document automation, precedents
doAgree	2013	Wellington	Document Automation -  Mobile	Companies	Legal Tech	Instant agreements. Anytime. Anyplace.	http://www.doagree.com	https://twitter.com/doagree	https://angel.co/doagree	n/a			documents, contracts, mobile, app
Docasaurus, Inc.	2015	San Francisco, CA, USA	Document Automation -	Unknown	Unknown	Docasaurus lets lawyers automate their legal documents so they spend less time drafting and less time in Microsoft Word	http://www.docasaurus.com/				0	0	
DocketHero	2013	Gainesville, FL, USA	Marketplace -	Service Providers	Legal Service Using Tech	A B2B Marketplace for Law Firms.	http://signup.dockethero.com/	https://twitter.com/DocketHero	n/a	n/a			recruiting, referrals
DocNav	2014	New York, NY, USA	Document Automation -	Unknown	Unknown	DocNav is a New York City-based startup that is taking the brain damage out of complex legal documents by making them smarter, interactive, and responsive.	docnavapp.com						
Docracy	2011	New York, NY, USA	Document Automation -	Service Providers	Legal Tech	The web_Û__s only open collection of legal contracts and the best way to negotiate and sign documents online.	https://www.docracy.com/	https://twitter.com/Docracy	https://angel.co/docracy	http://www.crunchbase.com/organization/docracy	https://www.linkedin.com/company/docracy		documents, contracts, signing
Document Technologies Inc	1998	Fremont, CA, USA	Document Automation -	Unknown	Unknown	Document Technologies, Inc. is a United States-based provider of litigation, discovery and managed support services for the legal and corporate markets in the United States. Its services include discovery and review services, management services, knowledge solutions, and printing and production services. Discovery and review services include litigation readiness and legal hold consulting, data acquisition and forensics, ESI processing and hosting, managed document review, paper-based discovery services and LitWorks discovery training. The Knowledge Solutions platform is comprised of two main offerings: managed services and staffing and placement services. DTI offers a suite of printing and production services: color and black and white copies, oversize color and black and white copies, posters, brochures, pamphlets, banners, advertising and marketing materials, transparencies and custom tabs.	http://docucap.com/			https://www.crunchbase.com/organization/document-capture-technologies	0	0	
DraftLaw		New York, New York, United States				DraftLaw is the online word processor for litigation attorneys.				https://www.crunchbase.com/organization/draftlaw			Consulting, Document Management, Internet, Legal Tech, Software
DroidLaw	1900	San Francisco, CA, USA	Legal Research -	Unknown	Unknown	No description yet	droidlaw.com				http://www.linkedin.com/company/bigtwit-software-llc-dba-droidlaw		
E-Nact	2013	Philadelphia, PA, USA	Document Automation -	Unknown	Unknown	E-Nact coordinates multi-party deal-making, negotiation, and consensus building. It ensures momentum toward solution of complex processes, and it does so reliably, with specific, measurable outcomes that results from our deal-sprints.	http://enactllc.wordpress.com/				https://www.linkedin.com/company/e-nact-solutions/		
EasyDataMaps	1900	Melbourne, Australia	Analytics -	Unknown	Unknown	Trusted by Fortune 1000 companies and their advisors, EasyDataMaps is award-winning web-based data mapping software and the easiest way for Information Professionals to rapidly create an Evergreen Organizational Data Map of their Information Assets.	https://easydatamaps.com/				https://www.linkedin.com/company/easydatamaps		
